ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
03265480,ARCA s.r.o.,112,Společnost s ručením omezeným,2014-08-05,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,74,"Ostatní profesní, vědecké a technické činnosti"
03267041,Fantasy Přerov z.s.,706,Spolek,2014-08-29,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94991,Činnosti organizací dětí a mládeže
03273661,SARAHS associates s.r.o.,112,Společnost s ručením omezeným,2014-08-06,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,469,Nespecializovaný velkoobchod
03286398,A-Z Schola jazyky s.r.o.,112,Společnost s ručením omezeným,2014-08-12,,11002,Nefinanční podniky soukromé národní,Neuvedeno,85591,Vzdělávání v jazykových školách
03290841,Primetals Technologies Czech Republic s.r.o.,112,Společnost s ručením omezeným,2014-08-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
03298604,UNIJA tech s.r.o.,112,Společnost s ručením omezeným,2014-08-14,,11002,Nefinanční podniky soukromé národní,Neuvedeno,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03314723,CIMERIES s.r.o.,112,Společnost s ručením omezeným,2014-08-20,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
03327761,LANEX a.s.,121,Akciová společnost,2014-08-25,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,13940,"Výroba lan, provazů a síťovaných výrobků"
03333591,Vasil Bobalik,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-08-25,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,80,Bezpečnostní a pátrací činnosti
03335291,Vem Camará Capoeira - Přerov z.s.,706,Spolek,2014-09-17,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03335291,Vem Camará Capoeira - Přerov z.s.,706,Spolek,2014-09-17,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03341364,MUDr. Iveta Svobodová,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,2014-10-01,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,86210,Všeobecná ambulantní zdravotní péče
03363414,"NEZISKOVKY LIBERECKÉHO KRAJE, z.s.",706,Spolek,2014-09-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03372634,Michal Fojt,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-09-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43320,Truhlářské práce
03392279,Ing. Adéla Jančíková,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-09-10,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03392341,Astur & Qanto s.r.o.,112,Společnost s ručením omezeným,2014-09-11,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46390,"Nespecializovaný velkoobchod s potravinami, nápoji a tabákovými výrobky"
03392341,Astur & Qanto s.r.o.,112,Společnost s ručením omezeným,2014-09-11,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46390,"Nespecializovaný velkoobchod s potravinami, nápoji a tabákovými výrobky"
03396649,SKLENÁŘSTVÍ Šulák s.r.o.,112,Společnost s ručením omezeným,2014-09-12,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,231,Výroba skla a skleněných výrobků
03396819,KOMONO s.r.o.,112,Společnost s ručením omezeným,2014-08-26,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
03396819,KOMONO s.r.o.,112,Společnost s ručením omezeným,2014-08-26,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
03401260,"Right Concept, a.s.",121,Akciová společnost,2014-09-15,,11002,Nefinanční podniky soukromé národní,Neuvedeno,412,Výstavba bytových a nebytových budov
03401707,"Kolo pro život, z.s.",706,Spolek,2014-09-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,94993,Činnosti organizací na podporu rekreační a zájmové činnosti
03402495,HOLOMÝ s.r.o.,112,Společnost s ručením omezeným,2014-09-15,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,27900,Výroba ostatních elektrických zařízení
03405621,"WITTE Sport Team, z.s.",706,Spolek,2014-09-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03412857,Spolek Lukostřelnice Diana Lanškroun,706,Spolek,2014-10-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03430251,"Cheer Academy, z.s.",706,Spolek,2014-10-08,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03431525,Lukáš Hrabě,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-09-24,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,620,Činnosti v oblasti informačních technologií
03436501,Ing. Taťána Střelcová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-09-24,,14200,Osoby samostatně výdělečně činné,Neuvedeno,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03438813,MasakROI s.r.o.,112,Společnost s ručením omezeným,2014-09-25,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,620,Činnosti v oblasti informačních technologií
03440419,"Sport Future Group, z. s.",706,Spolek,2014-09-29,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03442268,ELKOS-CL s.r.o.,112,Společnost s ručením omezeným,2014-09-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,43210,Elektrické instalace
03442268,ELKOS-CL s.r.o.,112,Společnost s ručením omezeným,2014-09-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,43210,Elektrické instalace
03450872,"D.A.S. Rechtsschutz AG, pobočka pro ČR",421,Odštěpný závod zahraniční právnické osoby,2014-10-03,,12803,Pojišťovací společnosti (IC) pod zahraniční kontrolou,100 - 199 zaměstnanců,65120,Neživotní pojištění
03452883,"Divadelní klub Ervínovci, z. s.",706,Spolek,2014-11-05,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,90030,Umělecká tvorba
03460533,"Lumen vitae, z.s.",706,Spolek,2014-10-06,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03465306,Bc. Jana Hubinková,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-10-07,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
03491382,BKP-stav s.r.o.,112,Společnost s ručením omezeným,2014-10-16,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
03493598,"STŘELNICE SKOUPÝ, s.r.o.",112,Společnost s ručením omezeným,2014-10-17,,11002,Nefinanční podniky soukromé národní,Neuvedeno,25110,Výroba kovových konstrukcí a jejich dílů
03497313,RADIOHOUSE s.r.o.,112,Společnost s ručením omezeným,2014-10-17,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,73120,Zastupování médií při prodeji reklamního času a prostoru
03502104,Embt.biz s.r.o.,112,Společnost s ručením omezeným,2014-10-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4690,Nespecializovaný velkoobchod
03505766,Náš sport z.s.,706,Spolek,2014-10-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03506614,MUDr. Jaroslava Kölblová s.r.o.,112,Společnost s ručením omezeným,2014-10-22,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,8621,Všeobecná ambulantní zdravotní péče
03512134,"X Elements Czech, s.r.o.",112,Společnost s ručením omezeným,2014-10-23,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,14,Výroba oděvů
03513602,Ing. Jiří Šklíba,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-10-23,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,71110,Architektonické činnosti
03534481,pd com s.r.o.,112,Společnost s ručením omezeným,2014-10-31,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
03536092,Ing. arch. Martin Švéda,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-11-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,71110,Architektonické činnosti
03553248,Gut alimentari s.r.o.,112,Společnost s ručením omezeným,2014-11-07,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03559777,HERITAGE REAL ESTATES s.r.o.,112,Společnost s ručením omezeným,2014-12-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
03562638,Veronika Matysová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-11-12,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,563,Pohostinství
03564240,STAVER Luže s.r.o.,112,Společnost s ručením omezeným,2014-11-13,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
03565254,CHS-KV s.r.o.,112,Společnost s ručením omezeným,2014-11-20,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,33,Opravy a instalace strojů a zařízení
03567583,F.E.M. FULL ENERGY MANAGEMENT s.r.o.,112,Společnost s ručením omezeným,2014-11-13,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,,
03589277,BeePartner a.s.,121,Akciová společnost,2014-11-24,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,70220,Ostatní poradenství v oblasti podnikání a řízení
03592588,"Spolek Romů v Semilech, pěstujících Romských i slovenský folklor",706,Spolek,2014-12-17,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94999,Činnosti ostatních organizací j. n.
03602605,SHAPER s.r.o.,112,Společnost s ručením omezeným,2014-11-28,,11002,Nefinanční podniky soukromé národní,Neuvedeno,1520,Výroba obuvi
03606601,Michaela Gregorová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-12-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,71110,Architektonické činnosti
03608395,Věra Mikulčíková,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-12-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,55,Ubytování
03620042,"MG Bike Team, z.s.",706,Spolek,2014-12-05,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03626849,Společenství vlastníků - Zelenky Hajského 1937/4,145,Společenství vlastníků jednotek,2015-01-06,,14430,Příjemci ostatních transferů,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
03629228,"Sdílny generací, z. s.",706,Spolek,2014-12-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03630919,"Státní pokladna Centrum sdílených služeb, s. p.",301,Státní podnik,2015-01-01,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,63110,Činnosti související se zpracováním dat a hostingem
03631699,Bohemia Genetics s.r.o.,112,Společnost s ručením omezeným,2014-12-10,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03631699,Bohemia Genetics s.r.o.,112,Společnost s ručením omezeným,2014-12-10,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03632008,Hasící přístroje Kvapilík s.r.o.,112,Společnost s ručením omezeným,2014-12-10,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,74902,Poradenství v oblasti požární ochrany
03641449,"""L+S academy z.s.""",706,Spolek,2015-01-02,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94993,Činnosti organizací na podporu rekreační a zájmové činnosti
03642259,"UNITED 3P, z. s.",706,Spolek,2014-12-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03650014,VESTIMENTUM s.r.o.,112,Společnost s ručením omezeným,2014-12-17,,11002,Nefinanční podniky soukromé národní,Neuvedeno,13,Výroba textilií
03650073,"NanoZone, s.r.o.",112,Společnost s ručením omezeným,2014-12-17,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,431,Demolice a příprava staveniště
03653013,Media-Vysočina s.r.o.,112,Společnost s ručením omezeným,2015-01-01,,11002,Nefinanční podniky soukromé národní,Neuvedeno,58,Vydavatelské činnosti
03654354,"SKI TEAM HARRANTI HARRACHOV, z. s.",706,Spolek,2015-01-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,931,Sportovní činnosti
03654371,STAVITELSTVÍ KAFKA s.r.o.,112,Společnost s ručením omezeným,2014-12-17,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
03655989,"Útulek fest, z. s.",706,Spolek,2015-01-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,90020,Podpůrné činnosti pro scénická umění
03660575,"Volejbal Přerov, z.s.",706,Spolek,2014-12-22,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03660982,ZDEMAR VYSOČINA s.r.o.,112,Společnost s ručením omezeným,2014-12-19,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,93290,Ostatní zábavní a rekreační činnosti j. n.
03663353,Domácí hospic Athelas - středisko Diakonie a misie Církve československé husitské,721,Církevní organizace,2014-12-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,8810,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
03672468,MOL ARTEPA s.r.o.,112,Společnost s ručením omezeným,2014-12-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,68310,Zprostředkovatelské činnosti realitních agentur
