ds,ico,nazev
ykvaja4,42634555,Obec Borovná
dx9as4q,00581186,Obec Borovnice
qpmakkr,00473430,Obec Borovnice
pqpbsna,00599301,Obec Borovnice
aj8a6yh,00274747,OBEC BOROVNICE
7qfa7cb,00580210,OBEC BOROVNICE
rfybmqi,00580201,Obec Borovnička
gawa8x7,00599310,Obec Borovník
8s4btsv,00574139,Obec Borovno
m87bgwk,00573388,Obec Borovy
mafb2ay,00290823,Obec Boršice
2eebfdr,00290815,Obec Boršice u Blatnice
3fpaxzn,00373648,Obec Boršov
rk5bfdx,00244694,Obec Boršov nad Vltavou
ehya84f,00579475,Obec Borušov
z2fbpae,00294055,Obec Bory
ykpa7y9,00240061,OBEC BOŘANOVICE
yg4bvff,00544523,Obec Bořenovice
83uaxy5,00512257,Obec Bořetice
jttbmr2,00283037,Obec Bořetice
46bjdq5,00512931,Obec Bořetín
33xbfzj,00476439,Obec Bořetín
vdmbz7i,00269883,Obec Bořice
expatm7,00266248,Obec Bořislav
7q5bq97,00279960,Obec Bořitov
2jrakc3,00509191,Obec Boseň
5y9azxz,00600237,Obec Boskovštejn
9n2b7fi,00250350,Obec Bošice
vzyb7ue,00581194,Obec Bošilec
3paa5zd,00580341,Obec Bošín
fc2bpia,00291650,Obec Bošovice
3yibgsj,00511706,Obec Boudy
kiva8q3,00288047,Obec Bousín
56wbz7e,00654655,Obec Bousov
gtubfd2,00298719,Obec Bouzov
bz9an9g,00275611,Obec Bozkov
nq6b4gw,00272515,OBEC BOŽANOV
65uat5v,00249556,Obec Božetice
72jbfc8,00292567,Obec Božice
wj9apsp,00573183,OBEC BOŽIČANY
6ibj2kx,00512532,Obec Bradáčov
ista54y,00578231,Obec Brada-Rybníček
fsxamdw,00508888,Obec Bradlec
tynbsf4,00275620,OBEC BRADLECKÁ LHOTA
3cdanfk,00640310,Obec Brambory
4i2b6c6,00265845,Obec Braňany
qpiawxt,00265837,Obec Brandov
nfzbfci,00234168,Obec Brandýsek
itpa3bp,00249564,Obec Branice
rpuaup3,00362832,Obec Braníškov
9kvat3y,00581666,Obec Branišov
acmayyq,00637360,Obec Branišovice
vzgay9d,47812303,Obec Branka u Opavy
8quasrg,00303712,Obec Branky
4vfbfbt,00302406,Obec Branná
bk5byym,00243663,Obec Branov
scaapzs,00545635,Obec Bransouze
5igb6vk,00295884,Obec Brantice
ps5b6zk,00509205,Obec Branžež
zj5a8hs,00234176,Obec Braškov
zr9ak2t,00488127,Obec Bratčice
dpsapv9,00640212,Obec Bratčice
zv9bghp,00241971,Obec Bratkovice
nyubx5h,00234192,Obec Bratronice
wt3jdnd,00476846,Obec Bratronice
wmwauj8,00635847,Obec Bratrušov
yqsbq43,00283801,Obec Bratřejov
qupaqk8,00247871,Obec Bratřice
3i4aw8n,00635600,Obec Bratříkovice
dxgajiv,00639699,Obec Bratřínov
8t9arye,68921063,Obec Bravantice
qw8askh,00240087,Obec Brázdim
x7yfetj,04498682,Obec Bražec
yruazmp,00273384,Obec Brloh
7cgbe9w,00245801,Obec Brloh
iqaa34q,00263389,Obec Brňany
wi7be94,00276464,Obec Brněnec
mrwbe98,00302422,Obec Brníčko
5avbyvv,00572608,Obec Brnířov
8pyavir,00260401,Obec Brniště
yc4azyi,00283045,Obec Brod nad Dyjí
zd7a7aj,00573787,Obec Brod nad Tichou
risaqpj,00831778,Obec Brodec
cymbe9b,00288055,Obec Brodek u Konice
avgbhrn,00572985,Obec Brodeslavy
iv2brz3,00573680,Obec Broumov
i5wayyk,00233145,Obec Broumy
b8yax2g,00376396,Obec Brtnička
jf2a8yk,00279986,Obec Brťov - Jeneč
86dazyc,00532088,Obec Brumov
hxnazz6,00042188,Obec Brumovice
iudbk8h,00299871,Obec Brumovice
s6dbjjz,00287091,Obec Brusné
naubmp5,00296546,Obec Bruzovice
r8vaqsu,00832138,Obec Brzánky
b3ta6d3,00654001,OBEC BRZICE
cu8bf2d,00285676,Obec Brzkov
p8ubrid,00258628,Obec Břasy
a4gathg,00581208,Obec Břehov
yqya4ey,00273392,Obec Břehy
t36bfbz,00287105,Obec Břest
u52bt7t,00542253,Obec Břestek
znrax6w,00579807,Obec Břevnice
esiazyr,00842435,Obec Březejc
crqbs6h,00489450,Obec Březí
h9yambz,47256851,Obec Březí
kqmbwmd,00283070,Obec Březí
um9ajxf,00640123,OBEC BŘEZÍ
dbqa95z,00600539,Obec Březí nad Oslavou
u2vedv2,00476421,Obec Březina
jnrbhrj,00258636,Obec Březina
s32auvn,00509329,Obec Březina
3v4a4fc,00276472,Obec Březina
3h8azzx,00280020,Obec Březina
sqxazz3,00362883,Obec Březina
sq2apnz,00578240,OBEC BŘEZINA
9h9a4eu,00579432,Obec Březinky
cpda4g5,00276499,Obec Březiny
24passx,48471828,Obec Březnice
4cebi8z,00252131,Obec Březnice
pqyatm4,00289132,Obec Březník
i6hbu8h,00261823,Obec Březno
c69b2dg,00290840,Obec Březolupy
qw2bfak,00299880,Obec Březová
nbwav8q,00233153,Obec Březová
adqjd3e,00568511,Obec Březová
zqbbfaf,00290858,Obec Březová
5f2bsib,00573191,Obec Březová
88qbqnr,44684983,Obec Březová-Oleško
wcjat5z,42717205,Obec Březovice
mnhbf28,00489468,Obec Březské
h5paqva,00599981,Obec Březsko
c8zbutv,00283843,Obec Březůvky
gnpbmqn,00292583,Obec Břežany
vyebqqs,00573396,Obec Břežany
6xuj9tv,00639788,Obec Břežany
9u9a9mi,00235270,Obec Břežany I.
vrvas9p,00235288,Obec Břežany II
c6jbggi,00239003,Obec Bříství
nvtapi9,00578258,OBEC BŘÍŠŤANY
nmubswt,00263419,Obec Bříza
6a7bwm5,00483087,Obec Břvany
iwbasyt,00259268,Obec Bublava
dnwasnj,00233161,Obec Bubovice
gpna8kc,00572870,Obec Bučí
mgna4gz,00278581,Obec Bučina
8gdapiy,00578266,OBEC BUDČEVES
quebpme,00600547,Obec Budeč
edhbzcu,00246379,Obec Budeč
p3pbxvx,00255289,Obec Budětice
ti5bi87,00599999,Obec Budětsko
dnmbrpr,00247901,Obec Budíkov
zusan2z,00239011,Obec Budiměřice
vqyedyd,00252140,Obec Budislav
ckjbzh4,00276511,Obec Budislav
sf4b76w,00246387,Obec Budíškovice
evxay7r,00635413,Obec Budišovice
syqajbk,00289167,Obec Budkov
bdqa6ar,00583332,Obec Budkov
s29ambv,46684441,Obec Budyně
9khb5f9,00245810,Obec Bujanov
uf2bhrf,00479713,Obec Bujesily
fahbmiz,00636151,Obec Buk
z3gefrf,00582981,Obec Buk
f25bpmk,00599328,Obec Bukov
jvna5ue,00256471,Obec Buková
ax7aw3t,00288098,Obec Buková
iana68v,00242012,Obec Buková u Příbramě
rnyaxgc,00576263,Obec Bukovany
j6qb5bt,00259276,Obec Bukovany
9biatms,00284793,Obec Bukovany
77wakbi,00508381,Obec Bukovany
ibcbq5p,00662771,Obec Bukovany
6g8bmh9,00535940,Obec Bukovec
yqpb3f6,00572306,Obec Bukovec
cbhaz2p,00637726,Obec Bukovice
q37a8x3,00653675,OBEC BUKOVICE
bmeazxd,00532096,Obec Bukovina
v9xa4gv,00273406,Obec Bukovina nad Labem
3w3apby,00275646,Obec Bukovina u Čisté
628a4gr,00273414,Obec Bukovina u Přelouče
rvvajj6,00532100,OBEC BUKOVINKA
fuha4hh,00273422,Obec Bukovka
yuybxvt,47730871,Obec Bukovník
q2marte,00237591,Obec Bukovno
5z2a9ht,00578274,Obec Bukvice
ifmbmje,00283088,Obec Bulhary
3mfbmwy,00262692,Obec Bulovka
vbybve2,00512265,Obec Buřenice
eg7azin,00242021,Obec Buš
arvb68w,00582999,Obec Bušanovice
9ncbmik,00302457,Obec Bušín
yu3bmir,00258652,Obec Bušovice
r2jbyxw,00578282,Obec Butoves
peuajm4,47256869,Obec Buzice
b5dbmhk,00235296,Obec Býchory
c6ratse,00832316,Obec Býčkovice
qkwa7ap,00236748,Obec Býkev
jz2apx2,00509639,Obec Bykoš
k4saz2j,00600644,Obec Býkovice
sc3axjn,00846546,Obec Býkov-Láryšov
qmsa4he,00269905,Obec Bylany
zhbb5ip,00556009,Obec Bynovec
3nea8sn,00511218,Obec Bystrá
2pajds2,00275654,Obec Bystrá nad Jizerou
z55apg8,00274763,OBEC BYSTRÉ
7c9bntr,00298735,Obec Bystročice
wpjazcq,48770078,Obec Bystrovany
3gga7jg,00266256,Obec Bystřany
29db76q,00278599,Obec Bystřec
cg6b2a6,00296562,Obec Bystřice
t97a577,00271420,Obec Bystřice
sitbmgy,00290874,Obec Bystřice pod Lopeníkem
hribmg4,00303739,Obec Bystřička
yz8be76,00236756,Obec Byšice
cb7bjxj,00636134,Obec Býškovice
kxqav23,00599336,Obec Býšovec
twzbmnk,00273431,Obec Býšť
z6ta9d4,00274771,OBEC BYZHRADEC
kwnbmhg,00233188,Obec Bzová
tztaqmm,00266264,Obec Bžany
49bbhr9,00259748,Obec Cebiv
8z7as7m,00251038,Obec Cehnice
v6cbrxy,00488615,Obec Cejle
7k5avsa,00478814,Obec Cekov
3uiambp,00476706,Obec Cep
67bbmkh,00271438,Obec Cerekvice nad Bystřicí
vcubsmr,00276537,Obec Cerekvice nad Loučnou
vdqbpuf,42634644,Obec Cerekvička-Rosice
4e8am74,00511714,Obec Cerhonice
r38b5qh,00287121,Obec Cetechovice
4f4ajet,00672114,Obec Cetenov
g8kbe26,00280071,Obec Cetkovice
kp5ap2d,00247936,Obec Cetoraz
2a7atgq,00662780,Obec Cetyně
3bzbxtw,00236101,Obec Chabeřice
6eyakgs,00233315,Obec Chaloupky
x3razic,00255556,Obec Chanovice
ti8a8v6,00509116,Obec Charvatce
u3hbr7i,00635715,Obec Charváty
pzxb5fi,00508390,Obec Chářovice
m2abutp,00261882,Obec Chbany
d39bnjm,00251241,Obec Chelčice
bk8bnmj,00258750,Obec Cheznovice
9xvazan,00533947,Obec Chlebičov
zhhbguh,00508403,Obec Chleby
v8sb6ac,00876071,Obec Chleby
uhyaphr,00274917,Obec Chleny
hycbjwy,00573566,Obec Chlistov
tyrbf4z,00377295,Obec Chlístov
wqiaj8c,00508373,Obec Chlístov
2jnawp6,00579122,OBEC CHLÍSTOV
pdkbxsm,00236110,Obec Chlístovice
geeavt2,00573981,Obec Chlum
tckamr2,48222631,Obec Chlum
jfcan3n,00483362,Obec Chlum
9zmatq4,00377309,Obec Chlum
4f8jdmv,00473529,Obec Chlum
saiavjd,00256641,Obec Chlum
wk5akze,00259331,Obec Chlum Svaté Maří
y6bbyby,00583022,Obec Chlumany
izfbq8z,00256650,Obec Chlumčany
2b3aqpf,00264997,Obec Chlumčany
9dsbun9,00665673,Obec Chlumec
gehajgy,00599433,Obec Chlumek
3c5edxu,00531669,Obec Chlumětín
8fbbezc,00236853,Obec Chlumín
rjjax9c,00599425,Obec Chlum-Korouhvice
9enbrvx,00574325,Obec Chlumy
62ca69y,00509647,Obec Chlustina
5yda4q9,00579548,Obec Chmelík
kahas6g,00473537,Obec Chmelná
t6hb5zd,00477427,Obec Chobot
vf9bruq,00256676,Obec Chocenice
j3ka63m,00231860,Obec Chocerady
bc2akdv,00237906,Obec Chocnějovice
eqpbhvd,00572527,Obec Chocomyšl
y7jaj6e,00509655,Obec Chodouň
5y3bnm5,00263699,Obec Chodouny
ybfau7y,00253421,Obec Chodov
kxxjdw2,00872059,Obec Chodov
bdtatxn,00481653,Obec Chodovlice
xaubwgz,00572543,Obec Chodská Lhota
vabbqmg,00259870,Obec Chodský Újezd
m4bap8x,00578339,OBEC CHOLENICE
nurbezm,00299006,Obec Cholina
bqtay6d,00573973,Obec Chomle
bzvbymr,00271594,Obec Chomutice
6w5ajcv,00287237,Obec Chomýž
iarauvs,00473405,Obec Choratice
azua3ub,00276693,Obec Chornice
s6nakit,00236861,Obec Chorušice
t5wa9rh,00303844,Obec Choryně
z9ianp6,00239178,Obec Choťánky
wguaqjq,00377325,Obec Chotěbudice
iq6azbh,67339158,Obec Chotěbuz
mi4bgta,00241270,Obec Choteč
6vaa29g,00578347,Obec Choteč
erna4r4,00273651,Obec Choteč
yv4edzr,00512648,Obec Chotěmice
6gia3kd,00276707,Obec Chotěnov
vxfb5u5,00239186,Obec Chotěšice
i9tb6sj,00256706,Obec Chotěšov
gxfarwu,00526096,Obec Chotěšov
u7sbnm9,00277924,OBEC CHOTĚVICE
ugwbey5,00257834,Obec Chotíkov
42saka5,00242306,Obec Chotilsko
vdzaqt9,00556211,Obec Chotiměř
r2nbnku,00555223,Obec Chotiněves
pixa4ry,00276715,Obec Chotovice
ar8eds2,00831590,Obec Chotovice
kh7ant6,00640646,Obec Choťovice
svqb42q,00252352,Obec Chotoviny
smmaqfz,00236128,Obec Chotusice
arybuvt,00235393,Obec Chotutice
g4gedur,00581402,Obec Chotýčany
jpmbey9,00672033,Obec Chotyně
fmkbgem,00231886,Obec Chotýšany
rsvb5aa,00252361,Obec Choustník
g9dbnky,00277932,OBEC CHOUSTNÍKOVO HRADIŠTĚ
s9pbu53,00265004,Obec Chožov
44faq3m,00556319,Obec Chraberce
jgtbgic,00239194,Obec Chrást
g2gb2h5,00257851,Obec Chrást
exbb4zf,00662852,Obec Chrást
yb8a4ru,00276723,Obec Chrastavec
84qau7u,00572641,Obec Chrastavice
vvsby3m,00245003,Obec Chrášťany
guwapwm,00235407,Obec Chrášťany
gy7akcc,00508357,Obec Chrášťany
xtdajyr,00243809,Obec Chrášťany
kxtajpz,00241288,Obec Chrášťany
nhxak4u,00242331,Obec Chraštice
35vamrw,00251267,Obec Chrášťovice
q6wam95,00512656,Obec Chrbonín
rpjbtq9,00250465,Obec Chroboly
bgjjdtu,00636100,Obec Chromeč
b6fav27,00640654,Obec Chroustov
2a4a5ts,00267546,Obec Chrtníč
nqvjdru,00580465,Obec Chrtníky
dtva8z4,00841790,Obec Chrudichromy
4una7r4,00509663,Obec Chrustenice
hsha8cr,00234443,Obec Chržín
rg3j2t9,00179639,Obec Chřenovice
z43bexk,00257869,Obec Chříč
ib5bypj,00275760,Obec Chuchelna
gihbexu,00300161,Obec Chuchelná
wnhbqt4,00362956,Obec Chudčice
phybhv9,00255602,Obec Chudenín
w2gbgwe,00266809,Obec Chuderov
da2ap85,00268887,OBEC CHUDEŘICE
zrdapt2,00509124,Obec Chudíř
s6jawvv,00832235,Obec Chudoslavice
6b3btut,00600393,Obec Chvalatice
7q8bew4,00488895,Obec Chvalčov
vyka32n,00277941,OBEC CHVALEČ
meqbwqp,00256714,Obec Chválenice
s66bs5u,00849685,Obec Chvalíkovice
u4ja2q6,00372293,Obec Chvalkovice
gv7b53g,00272710,OBEC CHVALKOVICE
e24asu6,00287270,OBEC CHVALNOV-LÍSKY
fbdbirq,00600407,Obec Chvalovice
fvgapd5,00583031,Obec Chvalovice
rezb2uv,00245925,Obec Chvalšiny
4kvbnfh,00236870,OBEC CHVATĚRUBY
hjpa9wu,00273678,Obec Chvojenec
jr9a6mi,00578355,OBEC CHYJICE
mk2anjm,00233358,Obec Chyňava
bvpbrux,00241296,OBEC CHÝNĚ
hkab56r,00473227,OBEC CHÝNICE
a9fa9u2,00583456,Obec Chýstovice
nvfbywh,00249718,Obec Chyšky
dujbsww,00583448,Obec Chyšná
sfkazjv,00273686,Obec Chýšť
tjbawi2,60418541,Obec Cidlina
g3maypn,00842141,Obec Cikháj
puybn4x,00236012,Obec Církvice
r4kauc6,00876208,Obec Církvice
988azqv,00636169,Obec Císařov
qx4apt7,00259284,Obec Citice
5vnbpe5,00292591,Obec Citonice
bn6audv,00301116,Obec Citov
dexbv24,00236764,Obec Cítov
c8ham8u,00246409,Obec Cizkrajov
ze3a4ha,00278602,Obec Cotkytle
vv3az2f,49463942,Obec Crhov
prgbz83,00269913,Obec Ctětín
d2kbhs2,00868841,Obec Ctiboř
933a73f,00473511,Obec Ctiboř
9n8bird,00600245,Obec Ctidružice
96samdh,00509361,Obec Ctiměřice
zypbuuy,00263443,Obec Ctiněves
yffbqnv,00600156,Obec Cvrčovice
54rantu,00234231,Obec Cvrčovice
8sea9vz,00267261,Obec Čachotín
apcb48m,00237612,Obec Čachovice
eenaxid,00231541,Obec Čakov
iadb593,00581216,Obec Čakov
26caxjg,00575992,Obec Čaková
hy2b5tw,00640115,Obec Čakovičky
98ca4h4,00485969,Obec Čankovice
fqwbryp,00289183,Obec Čáslavice
jxwb6vv,00247952,Obec Čáslavsko
2nya798,00573779,Obec Částkov
vpcaq9e,00360392,Obec Částkov
iqdarrn,60419466,Obec Častohostice
ctgbmkw,00247987,Obec Častrov
pnca3yv,00580503,Obec Časy
rwgbft2,00535141,Obec Čavisov
3z7bmj6,00281662,Obec Čebín
y5tarqz,00376779,Obec Čechočovice
xqraubn,00289205,Obec Čechtín
6uhatpp,00636177,Obec Čechy
6ndbe6k,00288128,Obec Čechy pod Kosířem
mh8bjkk,00236772,Obec Čečelice
safa7wf,00475629,Obec Čečelovice
v8vbtx9,00579815,Obec Čečkovice
ntvbhsw,00572314,Obec Čečovice
kdmbren,00288101,Obec Čehovice
vu4be6r,00284815,Obec Čejč
7e7auj4,00251054,Obec Čejetice
7nhbzkz,00284823,Obec Čejkovice
ac5b7js,00244724,Obec Čejkovice
fz6b4ry,00498602,Obec Čejkovice
259a9wk,00637378,Obec Čejkovice
qdeanxt,00248002,Obec Čejov
2hmb3aw,00296571,Obec Čeladná
kehbnmd,00288136,Obec Čelčice
wd2bmkp,00636185,Obec Čelechovice
vh4a9x5,00288144,Obec Čelechovice na Hané
kmhayd7,47248971,Obec Čelistná
729by96,00488437,Obec Čeložnice
weza8gd,00573051,Obec Čeminy
7k8ajf8,00242055,Obec Čenkov
yeuauey,00512541,Obec Čenkov u Bechyně
izma4iw,00278611,Obec Čenkovice
khtbx7f,00273449,Obec Čeperka
tswa4is,00273457,Obec Čepí
mzsam8q,00228702,Obec Čepřovice
grhaqpp,47786701,Obec Čeradice
k3tbe6v,00231584,Obec Čerčany
msvaz5v,00600253,Obec Čermákovice
3g9be59,00277711,Obec Čermná
xk6bhst,00480339,Obec Čermná
spybe5d,00274798,Obec Čermná nad Orlicí
dhjbmp9,00849707,Obec Čermná ve Slezsku
rebbgxx,00545899,Obec Černá
4j7a4ip,00580601,Obec Černá u Bohdanče
k7wbyar,00245828,Obec Černá v Pošumaví
mkrbmkt,00302473,Obec Černá Voda
4jeauyt,00573205,Obec Černava
tcbbks7,00556271,Obec Černčice
brneebh,00272558,OBEC ČERNČICE
ccgakwb,00235318,Obec Černé Voděrady
ct9bu6r,00832561,Obec Černěves
mbkaygh,00285722,Obec Černíč
uxkakdj,00253286,Obec Černíkov
a3kawar,00572829,Obec Černíkovice
zhka6hh,00274801,Obec Černíkovice
um7j2un,00640620,Obec Černíky
hwpbe5g,00268674,OBEC ČERNILOV
3gabt9j,00600261,Obec Černín
7iebgg5,00236039,Obec Černíny
dimav8u,00526100,Obec Černiv
rg5ajw2,00241113,OBEC ČERNOLICE
99wbjmp,00301141,Obec Černotín
2z6aqsq,00526428,Obec Černouček
cjpb4ad,00672084,Obec Černousy
9w4arqv,00512273,Obec Černov
3g6brgc,00572322,Obec Černovice
gd5buua,00261831,Obec Černovice
aijaz7x,00280101,Obec Černovice
es2b8jt,47733365,Obec Čerňovice
jnua7ei,00268682,Obec Černožice
5fiajx9,00234257,Obec Černuc
6pcaz2a,00599344,Obec Černvír
mmsed3t,00512559,Obec Černýšovice
65ra6gy,00486299,OBEC ČERVENÁ HORA
r7wa5w8,00376787,Obec Červená Lhota
pmga6r7,00578291,Obec Červená Třemešná
kdqbe3j,00278637,Obec Červená Voda
3hxby25,00236047,Obec Červené Janovice
6suanw6,00573469,Obec Červené Poříčí
58nbumu,00635740,Obec Červenka
3csb7dq,00476714,Obec Červený Hrádek
e8ubgrh,00231606,Obec Červený Újezd
u6zbe3f,00234265,Obec Červený Újezd
fgmaz34,00281671,Obec Česká
heqatja,00257630,Obec Česká Bříza
29jbjgj,00272574,OBEC ČESKÁ ČERMNÁ
acqanmn,00253294,Obec Česká Kubice
yygbkrp,00272582,OBEC ČESKÁ METUJE
2g2a62z,00278645,Obec Česká Rybná
dy5aqbf,00636037,Obec Česká Ves
vnyb2mr,00269956,Obec České Lhotice
ddga4jf,00278670,Obec České Libchavy
2s6be2w,00274810,OBEC ČESKÉ MEZIŘÍČÍ
m6ra4jb,00485659,Obec České Petrovice
uusbhei,00265870,Obec Český Jiřetín
upibz48,00246441,Obec Český Rudolec
rs6a594,00274828,OBEC ČESTICE
rdqakp3,00236055,Obec Čestín
rmtbzat,00240125,Obec Čestlice
m7qapfx,00271462,Obec Češov
buza7x5,00480304,Obec Čichalov
euaaue7,00545643,Obec Číchov
pwib58i,00251097,Obec Číčenice
kqzak94,00241130,Obec Číčovice
vrhb4my,00376795,Obec Číhalín
gtnb337,00573477,Obec Číhaň
avab6ft,00267295,Obec Číhošť
cmma92p,00376809,Obec Čikov
xseay45,00574007,Obec Čilá
ww6a7cg,00875961,Obec Čilec
xszbvc4,00242063,Obec Čím
jyvbrri,00249599,Obec Čimelice
328ed26,00246450,Obec Číměř
mzpayjt,00376817,Obec Číměř
9m9bxvq,43313914,Obec Čímice
8g6aw4t,00239046,Obec Činěves
fsjbwr7,00241148,Obec Čisovice
wx2a4j7,00276545,Obec Čistá
wxxbew7,00243680,Obec Čistá
7zvavfe,00237621,Obec Čistá
zvabvmz,00275662,Obec Čistá u Horek
y4ua6uc,00268691,OBEC ČISTĚVES
8y8a8bz,00256528,Obec Čižice
4btany4,00511323,Obec Čížkov
sjsa8cn,00256536,Obec Čížkov
8axbuws,00263486,Obec Čížkovice
k8pb7ui,00581674,Obec Čížkrajice
wfsbf24,42634491,Obec Čížov
3tdbn56,00249602,Obec Čížová
dddbewf,00250384,Obec Čkyně
9sfb6nf,00246468,Obec Člunek
8emau4i,44626754,Obec Čmelíny
32ybu5x,00672092,Obec Čtveřín
49hau35,00508519,Obec Čtyřkoly
p9waz3y,00637521,Obec Čučice
9rrbkrk,00294179,Obec Dalečín
igwjdyy,00242071,Obec Daleké Dušníky
ichapb8,43256201,Obec Dalešice
tw7ayyg,00573213,Obec Dalovice
d7jbx5m,00508896,Obec Dalovice
tstbevs,00284840,Obec Dambořice
nceb4tp,00600270,Obec Damnice
ivxb4c6,00278696,Obec Damníkov
h7cavnt,00599352,Obec Daňkovice
6sray99,00635456,Obec Darkovice
7aqbktg,00635359,Obec Daskabát
4b8b7w8,00259292,Obec Dasnice
zkfjd2k,00581224,Obec Dasný
jhvaq3x,00263494,Obec Děčany
xe5bswp,00376825,Obec Dědice
7rba4j2,00269964,Obec Dědová
xjebpcc,00515949,Obec Dehtáře
aq7bmb2,00635464,Obec Děhylov
kb6axx2,00473502,Obec Děkanovice
bjgbt73,00639796,Obec Děkov
znjbkuz,00573221,Obec Děpoltovice
gika4ku,00579483,Obec Desná
46yas3w,00568520,Obec Dešná
z7eb5mz,00246492,Obec Dešná
vb9awdu,00289281,Obec Dešov
t45az7p,00532118,Obec Deštná
e6zbyn6,00274844,Obec Deštné v Orlických horách
k8sbvhg,00556289,Obec Deštnice
6gcbqag,00271471,Obec Dětenice
c7ia3c8,00369721,Obec Dětkovice
hafaw5j,00600008,Obec Dětkovice
2hqbqxt,00297445,Obec Dětmarovice
rbva4kq,00276561,Obec Dětřichov
rr7bjdf,00831468,Obec Dětřichov
q4aawkx,00295931,Obec Dětřichov nad Bystřicí
z46a4kk,00579491,Obec Dětřichov u Moravské Třebové
crwa6ge,00578304,OBEC DÍLCE
5xkau6f,00572586,Obec Díly
zeybeua,00252166,Obec Dírná
4weaz7h,00283100,Obec Diváky
9xkbybu,00576115,Obec Dívčí Hrad
8a7edtz,42409764,Obec Dívčí Kopy
pbub5c8,00244775,Obec Dívčice
w2ja6je,45978123,Obec Divec
dsbarvf,00263508,Obec Dlažkovice
hvqbt9u,00255408,Obec Dlažov
7wda8jh,00373664,Obec Dlouhá Brtnice
t54ak3b,00473804,Obec Dlouhá Lhota
gnyanpg,00508942,Obec Dlouhá Lhota
4x3a6y3,00512567,Obec Dlouhá Lhota
dppaz8c,00600652,Obec Dlouhá Lhota
fuebeuh,00298794,Obec Dlouhá Loučka
awfa4mc,00276588,Obec Dlouhá Loučka
t2bbw8k,00576069,Obec Dlouhá Stráň
4h9bwsc,00580902,Obec Dlouhá Třebová
5rab5bi,00255416,Obec Dlouhá Ves
af2ax7q,00267309,Obec Dlouhá Ves
rqfbqxx,00599361,Obec Dlouhé
c5pbi9t,00302490,Obec Dlouhomilov
jpqa4m9,00580899,Obec Dlouhoňovice
pdyaned,00239054,Obec Dlouhopolsko
8fzbywa,46744941,Obec Dlouhý Most
yp7auu6,00573761,Obec Dlouhý Újezd
8efbhsm,00256544,Obec Dnešice
s9va8fy,00600288,Obec Dobelice
6b6bhhr,00249629,Obec Dobev
2r4b6he,00261246,Obec Dobkovice
625betr,00296589,Obec Dobrá
um3a8mm,00544175,Obec Dobrá Voda
c44anzw,00515787,Obec Dobrá Voda
nphbxpc,00581232,Obec Dobrá Voda u Českých Budějovic
whfbktk,00271489,Obec Dobrá Voda u Hořic
y3sbwbr,00511358,Obec Dobrá Voda u Pacova
9pzbsb6,00577057,Obec Dobratice
mwsb7xu,00636193,Obec Dobrčice
mp6bkts,00274861,OBEC DOBRÉ
iteb2cv,00283118,Obec Dobré Pole
83xamm3,00568538,Obec Dobrkovice
im9b8pj,00555975,Obec Dobrná
9jzawu9,47922311,Obec Dobrochov
rw9bpdw,00369811,Obec Dobročkovice
4rdj2r7,00662399,Obec Dobročovice
nbib7kz,00512788,Obec Dobrohošť
hknausg,00831786,Obec Dobroměřice
xa5axft,00288187,Obec Dobromilice
nicb52w,00512575,Obec Dobronice u Bechyně
ip4bqsv,00285749,Obec Dobronín
fj2aza4,00849731,Obec Dobroslavice
7txat87,00285757,Obec Dobroutov
8vzakeu,00498599,Obec Dobrovítov
viaak9w,00241164,Obec Dobrovíz
ifibxwg,47730862,Obec Dobršín
bg8as6n,00274887,OBEC DOBŘANY
n7ua9vb,00240141,Obec Dobřejovice
gf6ap9i,00662186,Obec Dobřeň
qqba6hm,00268721,OBEC DOBŘENICE
b77aqgp,00235342,Obec Dobřichov
g7qbhtf,00257664,Obec Dobříč
tjzbgfw,00241172,Obec Dobříč
5wibkmu,00278718,Obec Dobříkov
mvea354,00526461,Obec Dobříň
anra8yq,00600296,Obec Dobřínsko
8jpay42,00258679,Obec Dobřív
i7dbsf8,00239062,Obec Dobšice
ngyaz88,45670773,Obec Dobšice
mq8avce,00581241,Obec Dobšice
8a8avvk,00509299,Obec Dobšín
